Clearville,2247,39.91675100,-78.38390300
Clifford,195,41.64915900,-75.59825100
Clifton Heights,23351,39.92927900,-75.29629700
Clinton,3868,40.72423100,-79.78560700
Clintonville,528,41.19922700,-79.87283100
Clune,0,40.54963900,-79.30992700
Clymer,3973,40.66812100,-79.01169800
Coal Center,2042,40.06840600,-79.90171400
Coal Township,10556,40.78341900,-76.49106700
Coaldale,2295,40.82286700,-75.90686600
Coalport,2015,40.74784000,-78.53446700
Coatesville,41609,39.98316100,-75.82383500
Coburn,422,40.86296600,-77.46237900
Cochranton,5714,41.52005300,-80.04839200
Cochranville,4539,39.89166700,-75.92194400
Cocolamus,0,40.64528300,-77.21376000
Codorus,631,39.73343600,-76.78303000
Cogan Station,5436,41.34371600,-77.10709700
Cokeburg,705,40.10118300,-80.06727600
Collegeville,30866,40.18565900,-75.45157100
Colmar,873,40.26732800,-75.25350700
Columbia,17333,40.03370800,-76.50440900
Columbia Cross Roads,2513,41.83590700,-76.80190000
Columbus,721,41.94088900,-79.58171700
Colver,1199,40.54340300,-78.78780100
Commodore,1662,40.71312000,-78.94336400
Concord,0,40.25175000,-77.70026800
Concordville,0,39.88511000,-75.52020200
Conestoga,4438,39.94065500,-76.34634900
Confluence,2427,39.81285400,-79.35670100
Conneaut Lake,5625,41.60338700,-80.30534100
Conneautville,3684,41.75783300,-80.36784200
Connellsville,22735,40.01785200,-79.58948200
Connoquenessing,564,40.81784200,-80.01422500
Conshohocken,16530,40.07927600,-75.30157100
Conway,2297,40.65978800,-80.23922700
Conyngham,1589,40.99202800,-76.05659400
Cooksburg,167,41.33131000,-79.21003000
Coolspring,143,41.04312000,-79.08364700
Coopersburg,12091,40.51148800,-75.39045800
Cooperstown,1516,41.49866700,-79.87033400
Coplay,7162,40.67009600,-75.49546100
Coral,278,40.49923400,-79.17392300
Coraopolis,37804,40.51840100,-80.16672400
Cornwall,582,40.27370300,-76.40607200
Corry,11675,41.92033300,-79.64032800
Corsica,1191,41.18117500,-79.20226100
Coudersport,5987,41.77478700,-78.02056000
Coulters,154,40.29645800,-79.80143500
Coupon,0,40.53438200,-78.51757800
Covington,1350,41.74479600,-77.07718900
Cowanesque,0,41.93312600,-77.49720600
Cowansville,1133,40.88670300,-79.58956900
Crabtree,452,40.36229000,-79.47059400
Craley,0,39.94759900,-76.51052000
Cranberry,1051,41.34877000,-79.71140300
Cranberry Twp,23625,40.69756600,-80.11394800
Cranesville,1758,41.90505500,-80.34367500
Creamery,0,40.22010300,-75.41628900
Creekside,1694,40.67995100,-79.19350500
Creighton,1053,40.58728900,-79.77838200
Crescent,2242,40.56673300,-80.22978200
Cresco,4135,41.15388900,-75.28083300
Cresson,4983,40.45979300,-78.59168300
Cressona,1571,40.62675700,-76.19272200
Crosby,213,41.74506300,-78.39029400
Cross Fork,129,41.48339900,-77.81443500
Croydon,10129,40.08733200,-74.90349900
Crucible,642,39.94840800,-79.96477400
Crum Lynne,3906,39.86367200,-75.33830200
Crystal Spring,431,39.94890200,-78.23320800
Cuddy,576,40.34923600,-80.16061200
Cumbola,382,40.71175600,-76.13771700
Curllsville,0,41.09867400,-79.44671000
Curryville,167,40.27591000,-78.33834600
Curtisville,0,40.64228800,-79.85088500
Curwensville,5348,40.97561300,-78.52502400
Custer City,288,41.90589600,-78.65169400
Cyclone,484,41.83222200,-78.58611100
Dagus Mines,0,41.35394900,-78.60557900
Daisytown,1162,40.05478300,-79.93656100
Dallas,16577,41.33619100,-75.96325400
Dallastown,9622,39.89954400,-76.64024500
Dalmatia,1603,40.65425100,-76.90247500
Dalton,5418,41.53424400,-75.73602500
Damascus,1224,41.70314400,-75.06822300
Danboro,0,40.35454900,-75.13267200
Danielsville,3085,40.79453800,-75.52712900
Danville,18622,40.96342000,-76.61273200
Darby,21404,39.91844600,-75.25907200
Darlington,3459,40.80950700,-80.42256500
Darragh,41,40.26645800,-79.67865300
Dauphin,4020,40.36730900,-76.93108500
Davidsville,1786,40.22702000,-78.93641400
Dawson,1936,40.04701800,-79.65448400
Dayton,2302,40.88034300,-79.24198300
De Lancey,146,40.98658100,-78.96023200
De Young,0,40.91673000,-78.98308900
Defiance,112,40.16119100,-78.22973300
Delano,380,40.83897600,-76.07104300
Delaware Water Gap,744,40.97926100,-75.14295600
Delmont,4851,40.41312300,-79.57032000
Delta,5654,39.72704900,-76.32662500
Denbo,137,40.01229600,-79.93171500
Denver,14154,40.23314800,-76.13716800
Derrick City,267,41.97061900,-78.57141300
Derry,7203,40.33395800,-79.29975700
Devault,0,40.07455000,-75.53519800
Devon,7408,40.049464,-75.428481
Dewart,278,41.10924900,-76.87663000
Dickerson Run,372,40.04562900,-79.66642800
Dickson City,5322,41.46876700,-75.63477500
Dilliner,1475,39.73593500,-79.95167500
Dillsburg,15306,40.11092500,-77.03497800
Dilltown,71,40.46645900,-79.00252900
Dimock,161,41.74646500,-75.89825100
Dingmans Ferry,6736,41.22000000,-74.87166700
Distant,95,40.96950900,-79.35670700
Dixonville,325,40.71617500,-79.00725400
Donegal,760,40.11257300,-79.38253500
Donora,5768,40.17340400,-79.85754600
Dornsife,1163,40.74563900,-76.78913500
Douglassville,10721,40.25787100,-75.72630000
Dover,22770,40.00176300,-76.85024800
Downingtown,41450,40.00649500,-75.70327400
Doylesburg,331,40.21341700,-77.69999000
Doylestown,47310,40.31010600,-75.12989300
Dravosburg,2015,40.35062500,-79.88616000
Dresher,5610,40.14094200,-75.16684100
Drexel Hill,32013,39.94705600,-75.29213000
Drifting,306,41.02422300,-78.10834200
Drifton,309,40.99980600,-75.90547600
Driftwood,447,41.33978400,-78.13417200
Drumore,1153,39.79177000,-76.26495600
Drums,7131,41.01813900,-75.99492500
Dry Run,767,40.16750000,-77.75416700
Du Bois,20609,41.11922800,-78.76002900
Dublin,2083,40.37177100,-75.20156200
Dudley,192,40.20535700,-78.18139800
Duke Center,984,41.95166400,-78.48268100
Dunbar,5386,39.97785200,-79.61448300
Duncannon,8703,40.39814100,-77.02303300
Duncansville,12876,40.42340500,-78.43390300
Dunlevy,397,40.11240800,-79.85867500
Dunlo,168,40.29452000,-78.72113000
Duquesne,7332,40.38145800,-79.85977000
Durham,0,40.57316600,-75.22609000
Duryea,4151,41.34396800,-75.73852500
Dushore,2498,41.52424200,-76.40077400
Dysart,851,40.59673300,-78.51696200
Eagles Mere,315,41.41091100,-76.58189400
Eagleville,0,40.15955000,-75.40823800
Earlington,0,40.32093600,-75.37239800
Earlville,91,40.31676000,-75.73685700
East Berlin,7050,39.93759600,-76.97858900
East Brady,2086,40.98589700,-79.61310200
East Butler,679,40.87784100,-79.84644200
East Earl,5320,40.11009700,-76.03272400
East Freedom,2114,40.35757400,-78.42973600
East Greenville,5548,40.40648800,-75.50184700
East Hickory,143,41.58395000,-79.40171300
East Mc Keesport,2354,40.38312400,-79.80643600
East Millsboro,1074,39.98118500,-79.99338500
East Petersburg,4740,40.10009600,-76.35412600
East Pittsburgh,3616,40.39562400,-79.83865900
East Prospect,678,39.97204300,-76.51996500
East Smethport,255,41.80867500,-78.41946200
East Smithfield,322,41.86451800,-76.62550400
East Springfield,1477,41.96505500,-80.40728900
East Stroudsburg,35796,40.99953800,-75.18129100
East Texas,0,40.54759600,-75.56129700
East Vandergrift,742,40.59812100,-79.56115500
East Waterford,1042,40.37035800,-77.60471200
Easton,69774,40.68843200,-75.22073200
Eau Claire,355,41.13617200,-79.79810700
Ebensburg,9667,40.48507100,-78.72474200
Ebervale,0,40.98619500,-75.94131200
Edgemont,0,40.28536600,-76.84941700
Edinboro,12830,41.87422200,-80.13172300
Edinburg,3772,41.01123800,-80.43879000
Effort,7619,40.94032700,-75.43615700
Eighty Four,5012,40.18173700,-80.13311100
Elco,362,40.07916600,-79.87472200
Elderton,358,40.69506400,-79.34142900
Eldred,2956,41.95784200,-78.38529500
Elgin,0,41.90311100,-79.74366200
Elizabeth,11676,40.26923600,-79.88977000
Elizabethtown,26955,40.15287100,-76.60274500
Elizabethville,3135,40.54897400,-76.81191500
Elkins Park,19110,40.07705500,-75.12684100
Elkland,1786,41.98618300,-77.31081200
Elliottsburg,1788,40.38897200,-77.28887400
Ellsworth,1083,40.11201600,-80.01727400
Ellwood City,17821,40.86173000,-80.28645100
Elm,0,40.20398200,-76.34884700
Elmhurst,0,41.37626300,-75.54068000
Elmora,0,40.60173500,-78.74641300
Elrama,291,40.25201400,-79.92504900
Elton,243,40.27979800,-78.80224300
Elverson,5835,40.15676400,-75.83270800
Elysburg,3973,40.86453000,-76.55245500
Emeigh,0,40.69478800,-78.78697200
Emigsville,240,40.00555500,-76.73222200
Emlenton,3592,41.17728300,-79.70782700
Emmaus,17153,40.53954200,-75.49685000
Emporium,5323,41.51145200,-78.23528700
Endeavor,80,41.58950500,-79.38504600
Enola,14026,40.29008800,-76.93386300
Enon Valley,2502,40.85478400,-80.45701100
Entriken,90,40.33396500,-78.19889800
Ephrata,29448,40.17981600,-76.17883900
Equinunk,1229,41.85583000,-75.22417000
Erie,186871,42.12922400,-80.08505900
Ernest,501,40.67812100,-79.16170200
Erwinna,577,40.50065800,-75.07267100
Essington,4217,39.86194400,-75.29750000
Etters,9877,40.15261200,-76.75023200
Evans City,5771,40.76923200,-80.06283800
Everett,8350,40.01147100,-78.37334800
Everson,983,40.09118400,-79.58753900
Export,8505,40.41812300,-79.62559800
Exton,14341,40.03258100,-75.62745800
Factoryville,4520,41.56313200,-75.78269300
Fairbank,0,39.94340800,-79.84949100
Fairchance,3276,39.82479800,-79.75449200
Fairfield,6938,40.01340600,-80.07116600
Fairhope,796,39.84008300,-78.79196400
Fairless Hills,13500,40.17955300,-74.85516400
Fairmount City,1191,41.91694000,-75.41861000
Fairview,7950,42.03144500,-80.25534000
Fairview Village,0,40.15788400,-75.38712600
Fallentimber,1666,40.68591300,-78.49671200
Falls,1759,41.46055600,-75.84916700
Falls Creek,1982,41.14506100,-78.80447400
Fannettsburg,506,40.06508700,-77.82943900
Farmington,3085,39.80773900,-79.56636800
Farrell,6170,41.21227800,-80.49673600
Fawn Grove,2094,39.72788200,-76.45190700
Fayette City,2430,40.10035000,-79.84060100
Fayetteville,8876,39.91120200,-77.54998800
Feasterville Trevose,24657,40.15138800,-74.98500000
Felton,5599,39.85482300,-76.56441000
Fenelton,2044,40.87011000,-79.72734100
Ferndale,0,40.28896300,-78.91474700
Finleyville,7549,40.25229200,-80.00282900
Fisher,0,41.26645200,-79.24254100
Fishertown,519,40.12174500,-78.58557300
Fleetville,276,41.59813300,-75.71463400
Fleetwood,14085,40.45398200,-75.81797600
Fleming,0,40.91200500,-77.93002600
Flicksville,0,40.84426300,-75.20156700
Flinton,841,40.71422900,-78.51974300
Flourtown,4724,40.10344300,-75.21239900
Fogelsville,3205,40.58305600,-75.63305600
Folcroft,6898,39.89094600,-75.28379600
Folsom,8337,39.88983400,-75.32518800
Fombell,2255,40.80950900,-80.20172700
Forbes Road,386,40.35395700,-79.52170700
Force,199,41.25783700,-78.50113200
Ford City,8697,40.77228600,-79.52976700
Ford Cliff,412,40.76034200,-79.53365600
Forest City,4908,41.65147200,-75.46657100
Forest Grove,0,40.47923500,-80.13033400
Forestville,101,40.69231100,-76.30133800
Forksville,756,41.48702000,-76.60217200
Fort Hill,353,39.83035500,-79.27253200
Fort Littleton,367,40.08177900,-78.00812200
Fort Loudon,1647,39.91481200,-77.90472000
Fort Washington,6019,40.13833300,-75.19138800
Fountainville,278,40.34111000,-75.15083000
Foxburg,369,41.14311700,-79.67977100
Frackville,8631,40.78397700,-76.23022100
Franconia,0,40.30788100,-75.35767600
Franklin,17240,41.39783500,-79.83144300
Franklintown,0,40.07675900,-77.02831100
Frederick,73,40.30287700,-75.52934600
Fredericksburg,2935,40.44370100,-76.42829300
Fredericktown,2390,40.00257300,-79.99810700
Fredonia,2197,41.32172300,-80.25867400
Freeburg,708,40.76314000,-76.93942100
Freedom,7752,40.70138700,-80.27815700
Freeland,5970,41.01675000,-75.89714300
Freeport,5194,40.67395400,-79.68477000
Frenchville,1437,41.10115800,-78.22115300
Friedens,4038,40.05007800,-78.99835900
Friedensburg,61,40.60259000,-76.24078100
Friendsville,1199,41.91701900,-76.04547900
Frostburg,0,41.05562000,-79.38643100
Fryburg,538,41.35367300,-79.43810100
Furlong,2891,40.29621700,-75.08211500
Gaines,583,41.75194400,-77.55777800
Galeton,2132,41.73312400,-77.64193100
Gallitzin,2777,40.48229300,-78.55168200
Gans,0,39.74285500,-79.82422000
Gap,5753,40.85432600,-75.28146000
Garards Fort,183,39.81591000,-80.02644800
Gardenville,0,40.37260500,-75.10767100
Gardners,4219,40.00564800,-77.20692600
Garland,327,41.81616900,-79.44393800
Garrett,1385,39.86313600,-79.05808200
Gastonville,0,40.25729200,-79.99588400
Geigertown,117,40.20259500,-75.83631500
Genesee,1469,41.98916700,-77.86611100
Georgetown,2596,40.64145300,-80.49784400
Germansville,2304,40.70278200,-75.70682500
Gettysburg,25620,39.83092900,-77.23109500
Gibbon Glade,333,39.73979900,-79.59448800
Gibson,94,40.13579900,-79.99234000
Gibsonia,23196,40.63006700,-79.96950000
Gifford,426,41.85811800,-78.59641300
Gilbert,459,40.91495900,-75.43914000
Gilberton,487,40.79953200,-76.21244100
Gilbertsville,10335,40.32009700,-75.61018400
Gillett,3471,41.95111100,-76.79472200
Gipsy,235,40.80728600,-78.87642000
Girard,8529,42.00033300,-80.31811900
Girardville,2035,40.79147600,-76.28355600
Gladwyne,4050,40.04066600,-75.27907100
Glasgow,0,40.26361000,-75.66111000
Glassport,4993,40.32479100,-79.89227100
Glen Campbell,1051,40.82089700,-78.82697500
Glen Hope,149,40.79839400,-78.50002200
Glen Lyon,1892,41.17508200,-76.07464800
Glen Mills,13740,39.91759500,-75.48931100
Glen Richey,188,40.94720800,-78.47557100
Glen Riddle Lima,0,39.89400000,-75.43380700
Glen Rock,7128,39.79315700,-76.73024900
Glenmoore,7425,40.08899000,-75.77187900
Glenolden,13735,39.90011200,-75.28907400
Glenshaw,14921,40.53277800,-79.96777800
Glenside,32019,40.10233200,-75.15211900
Glenville,2394,39.75704600,-76.81525300
Goodville,0,40.59258100,-77.20026200
Gordon,781,40.75175400,-76.33606100
Gordonville,4322,40.02000000,-76.13388900
Gouldsboro,4794,41.24452900,-75.45601800
Gradyville,0,39.94316500,-75.46936600
Grampian,1936,40.96589300,-78.61308200
Grand Valley,750,41.72117000,-79.53755000
Grantham,187,40.15648000,-76.99636500
Grantville,3769,40.37777800,-76.64666700
Granville,149,40.55069300,-77.62538200
Granville Summit,781,41.71766700,-76.77945000
Grapeville,553,40.32534600,-79.60559700
Grassflat,613,41.00255600,-78.11445400
Gratz,0,40.61175200,-76.71857700
Gray,215,41.42088700,-77.03328700
Graysville,863,39.93202000,-80.38479000
Great Bend,1217,41.97174400,-75.74324200
Greeley,1322,41.42120100,-74.99516900
Green Lane,4108,40.33676700,-75.46906700
Greencastle,16411,39.79037100,-77.72777100
Greenock,0,40.31229100,-79.80671300
Greensboro,1757,39.79118800,-79.91283300
Greensburg,57255,40.30145800,-79.53892800
Greentown,4000,41.32175500,-75.30545800
Greenville,19128,41.40449900,-80.39117800
Grindstone,2689,40.01618500,-79.83059900
Grove City,15269,41.15783700,-80.08867000
Grover,0,41.61451900,-76.86718200
Guys Mills,3076,41.63005500,-79.97755600
Gwynedd,497,40.20177400,-75.25517500
Gwynedd Valley,714,40.18427400,-75.25628700
