"Shippingport",0
"Shirleysburg",767
"Shoemakersville",4380
"Shohola",2240
"Shrewsbury",4789
"Shunk",343
"Sidman",3280
"Sigel",1188
"Silver Spring",0
"Silverdale",489
"Sinnamahoning",160
"Sipesville",0
"Six Mile Run",1195
"Skippack",706
"Skytop",87
"Slate Run",0
"Slatedale",256
"Slatington",11609
"Slickville",723
"Sligo",2076
"Slippery Rock",13049
"Slovan",417
"Smethport",4146
"Smicksburg",1743
"Smithfield",6473
"Smithmill",489
"Smithton",1969
"Smock",2382
"Smokerun",183
"Smoketown",119
"Snow Shoe",1367
"Snydersburg",0
"Snydertown",0
"Solebury",0
"Somerset",17155
"Souderton",12451
"South Canaan",119
"South Fork",3381
"South Gibson",201
"South Heights",542
"South Montrose",0
"South Mountain",0
"South Park",11458
"South Sterling",318
"Southampton",39779
"Southeastern",0
"Southview",205
"Southwest",461
"Spangler",1386
"Spartansburg",2869
"Spinnerstown",0
"Spraggs",731
"Sprankle Mills",58
"Spring Church",1322
"Spring City",9718
"Spring Creek",605
"Spring Glen",324
"Spring Grove",11498
"Spring House",0
"Spring Mills",3524
"Spring Mount",270
"Spring Run",1301
"Springboro",2157
"Springdale",4648
"Springfield",24153
"Springs",181
"Springtown",173
"Springville",1656
"Sproul",113
"Spruce Creek",562
"St Clairsville",1404
"Stahlstown",1546
"Star Junction",788
"Starford",121
"Starlight",438
"Starrucca",520
"State College",59820
"State Line",0
"Sterling",0
"Stevens",6924
"Stevensville",379
"Stewartstown",8332
"Stillwater",1262
"Stockdale",664
"Stockertown",556
"Stoneboro",2440
"Stoystown",3422
"Strabane",818
"Strasburg",5679
"Strattanville",1754
"Strausstown",339
"Strongstown",336
"Stroudsburg",26654
"Stump Creek",389
"Sturgeon",344
"Sugar Grove",2898
"Sugar Run",889
"Sugarloaf",3622
"Summerdale",444
"Summerhill",2376
"Summerville",1938
"Summit Hill",2974
"Summit Station",213
"Sumneytown",0
"Sunbury",17303
"Suplee",0
"Susquehanna",5675
"Sutersville",801
"Swarthmore",9907
"Sweet Valley",2204
"Swengel",0
"Swiftwater",789
"Sybertsville",95
"Sycamore",777
"Sykesville",1335
"Sylvania",0
"Tafton",941
"Talmage",0
"Tamaqua",11473
"Tamiment",0
"Tannersville",2784
"Tarentum",10542
"Tarrs",771
"Tatamy",930
"Taylor",5382
"Taylorstown",0
"Telford",14736
"Temple",6740
"Templeton",2089
"Terre Hill",1006
"Thomasville",3647
"Thompson",1451
"Thompsontown",2237
"Thorndale",1298
"Thornton",3631
"Three Springs",2338
"Tidioute",1840
"Timblin",160
"Tioga",2509
"Tiona",282
"Tionesta",3220
"Tipton",0
"Tire Hill",0
"Titusville",12177
"Tobyhanna",12204
"Todd",305
"Topton",2348
"Torrance",516
"Toughkenamon",1181
"Towanda",9333
"Tower City",3209
"Townville",1422
"Trafford",8084
"Transfer",3030
"Treichlers",228
"Tremont",2738
"Tresckow",861
"Trevorton",2010
"Trexlertown",716
"Trout Run",3547
"Troutville",224
"Troxelville",127
"Troy",5037
"Trumbauersville",173
"Tunkhannock",12422
"Turbotville",2226
"Turkey City",0
"Turtle Creek",7974
"Turtlepoint",516
"Tuscarora",431
"Twin Rocks",0
"Tyler Hill",309
"Tylersburg",77
"Tylersport",0
"Tylersville",0
"Tyrone",13026
"Uledi",90
"Ulster",2006
"Ulysses",1935
"Union City",8391
"Union Dale",2242
"Uniontown",36374
"Unionville",283
"United",252
"Unity House",0
"Unityville",1142
"University Park",9172
"Upper Black Eddy",3656
"Upper Darby",38348
"Upperstrasburg",176
"Ursina",136
"Utica",1028
"Uwchland",0
"Valencia",6967
"Valier",138
"Valley Forge",0
"Valley View",1542
"Van Voorhis",0
"Vanderbilt",2669
"Vandergrift",9521
"Venango",901
"Venetia",5341
"Venus",1006
"Verona",18442
"Vestaburg",514
"Vicksburg",0
"Villa Maria",124
"Villanova",9189
"Vintondale",631
"Virginville",0
"Volant",3243
"Vowinckel",304
"Wagontown",0
"Wallaceton",350
"Wallingford",11222
"Walnut Bottom",579
"Walnutport",7266
"Walston",216
"Waltersburg",0
"Wampum",3418
"Wapwallopen",3356
"Warfordsburg",2628
"Warminster",37489
"Warren",19659
"Warren Center",710
"Warrendale",284
"Warrington",15679
"Warriors Mark",1554
"Washington",49735
"Washington Boro",2159
"Washington Crossing",3676
"Washingtonville",257
"Waterfall",425
"Waterford",9055
"Waterville",468
"Watsontown",6659
"Wattsburg",3048
"Waverly",668
"Waymart",4994
"Wayne",30892
"Waynesboro",25559
"Waynesburg",15493
"Weatherly",4439
"Webster",174
"Weedville",966
"Weikert",147
"Wellersburg",0
"Wells Tannery",343
"Wellsboro",10178
"Wellsville",2656
"Wendel",0
"Wernersville",7334
"West Alexander",1744
"West Chester",97875
"West Decatur",2453
"West Elizabeth",565
"West Finley",894
"West Grove",10745
"West Hickory",206
"West Lebanon",106
"West Leisenring",373
"West Middlesex",6540
"West Middletown",144
"West Mifflin",21861
"West Milton",676
"West Newton",7672
"West Pittsburg",960
"West Point",0
"West Salisbury",0
"West Springfield",1473
"West Sunbury",2346
"West Willow",0
"Westfield",2987
"Westland",189
"Westmoreland City",746
"Weston",443
"Westover",826
"Westport",156
"Westtown",0
"Wexford",18252
"Wheatland",748
"White",1116
"White Deer",351
"White Haven",5563
"White Mills",643
"Whitehall",25063
"Whitney",412
"Wickhaven",56
"Wiconisco",906
"Widnoon",0
"Wilburton",409
"Wilcox",1425
"Wildwood",0
"Wilkes Barre",77556
"Williamsburg",4368
"Williamson",100
"Williamsport",57295
"Williamstown",2568
"Willow Grove",19398
"Willow Hill",521
"Willow Street",8426
"Wilmerding",2907
"Wilmore",0
"Winburne",284
"Wind Gap",5571
"Wind Ridge",920
"Windber",11942
"Windsor",4842
"Winfield",2700
"Witmer",0
"Womelsdorf",5054
"Wood",151
"Woodbury",1137
"Woodland",2236
"Woodlyn",4427
"Woodward",364
"Woolrich",0
"Worcester",0
"Worthington",3036
"Worthville",85
"Woxall",0
"Wrightsville",7054
"Wyalusing",4066
"Wyano",332
"Wycombe",370
"Wyncote",6499
"Wynnewood",13299
"Wyoming",7608
"Wysox",1468
"Yatesboro",429
"Yeagertown",1128
"York",152387
"York Haven",4992
"York New Salem",0
"York Springs",3690
"Youngstown",496
"Youngsville",3649
"Youngwood",4340
"Yukon",704
"Zelienople",6802
"Zieglerville",270
"Zion Grove",1040
"Zionhill",0
"Zionsville",2899
"Zullinger",0

