Archive #0,,,,,
index,total,avg,sum,min,max
11,6,1.000000,6.000000,1.000000,1.000000
12,2,1.000000,2.000000,1.000000,1.000000
13,2,1.000000,2.000000,1.000000,1.000000
14,7,1.000000,7.000000,1.000000,1.000000
15,2,1.000000,2.000000,1.000000,1.000000
16,1000,1.000000,1000.000000,1.000000,1.000000
17,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
18,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
19,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
20,50,1.000000,50.000000,1.000000,1.000000
21,38,1.000000,38.000000,1.000000,1.000000
22,4,1.000000,4.000000,1.000000,1.000000
23,1000,1.000000,1000.000000,1.000000,1.000000
,,,,,
Archive #4,,,,,
index,total,avg,sum,min,max
0,328,1.000000,328.000000,1.000000,1.000000
1,335,1.000000,335.000000,1.000000,1.000000
2,76,1.000000,76.000000,1.000000,1.000000
3,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
4,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
5,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
6,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
7,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
8,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
9,23,1.000000,23.000000,1.000000,1.000000
10,461,1.000000,461.000000,1.000000,1.000000
11,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
12,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
13,126,1.000000,126.000000,1.000000,1.000000
14,12,1.000000,12.000000,1.000000,1.000000
15,10,1.000000,10.000000,1.000000,1.000000
16,1009,1.000000,1009.000000,1.000000,1.000000
17,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
18,92,1.000000,92.000000,1.000000,1.000000
19,1000,1.000000,1000.000000,1.000000,1.000000
,,,,,
