Archive #0,,,,,
index,total,avg,sum,min,max
7,28,1.000000,28.000000,1.000000,1.000000
8,10,1.000000,10.000000,1.000000,1.000000
9,4,1.000000,4.000000,1.000000,1.000000
10,5,1.000000,5.000000,1.000000,1.000000
11,3,1.000000,3.000000,1.000000,1.000000
12,6,1.000000,6.000000,1.000000,1.000000
13,2,1.000000,2.000000,1.000000,1.000000
14,2,1.000000,2.000000,1.000000,1.000000
15,7,1.000000,7.000000,1.000000,1.000000
16,2,1.000000,2.000000,1.000000,1.000000
17,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
18,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
19,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
20,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
21,45,1.000000,45.000000,1.000000,1.000000
22,38,1.000000,38.000000,1.000000,1.000000
23,4,1.000000,4.000000,1.000000,1.000000
,,,,,
Archive #4,,,,,
index,total,avg,sum,min,max
0,62,1.000000,62.000000,1.000000,1.000000
1,30,1.000000,30.000000,1.000000,1.000000
2,30,1.000000,30.000000,1.000000,1.000000
3,5,1.000000,5.000000,1.000000,1.000000
4,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
5,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
6,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
7,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
8,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
9,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
10,23,1.000000,23.000000,1.000000,1.000000
11,461,1.000000,461.000000,1.000000,1.000000
12,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
13,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
14,124,1.000000,124.000000,1.000000,1.000000
15,12,1.000000,12.000000,1.000000,1.000000
16,10,1.000000,10.000000,1.000000,1.000000
17,9,1.000000,9.000000,1.000000,1.000000
18,0,NaN,0.000000,340282346638528860000000000000000000000.000000,-340282346638528860000000000000000000000.000000
19,87,1.000000,87.000000,1.000000,1.000000
,,,,,
